Vehicle_ID,Vehicle_Type,Fuel_Type,Route_Type,Vehicle_Age,Mileage,Usage_Hours,Driving_Score,Load_Capacity,Engine_Temperature,Tire_Pressure,Battery_Health,Fuel_Consumption_Before,Need_Maintenance,Service_Required,Breakdown_Risk,Vehicle_Health_Score,Estimated_Maintenance_Cost,Fuel_Consumption_After
VH02929,SUV,Electric,Highway,1,125686,1816,79,2779,112,30,42,7.6,0,No Service,Low,60.55,1490,6.06
VH02930,Van,Electric,Urban,4,133439,7194,67,1634,86,34,60,11.39,0,No Service,Low,61.87,544,10.41
VH02931,SUV,Diesel,Urban,3,128189,4233,85,3161,104,29,43,5.45,0,No Service,Low,59.42,1614,4.22
VH02932,Truck,Petrol,Highway,13,276158,6629,42,739,84,31,68,13.8,1,Battery Check,Medium,45.66,13171,11.96
VH02933,Sedan,Electric,Highway,4,146179,844,75,2787,74,31,67,15.19,0,No Service,Low,62.96,1985,14.43
VH02934,Sedan,Hybrid,Rural,1,47423,4277,50,4865,105,34,47,14.72,1,Battery Check,Medium,51.7,14282,13.06
VH02935,Sedan,Hybrid,Rural,12,130015,8285,78,3087,127,29,68,6.13,1,Oil Change,Medium,47.71,7027,4.87
VH02936,Sedan,Diesel,Urban,13,132308,6040,60,1809,102,35,96,8.22,0,No Service,Low,60.73,905,7.65
VH02937,Van,Hybrid,Rural,2,117416,149,76,942,90,35,70,13.53,0,No Service,Low,72.87,1318,12.76
VH02938,Sedan,Petrol,Rural,12,267572,6912,41,1224,104,33,75,14.87,1,Oil Change,High,43.81,13714,13.62
VH02939,Sedan,Electric,Urban,11,274805,6317,45,1407,111,31,78,8.56,1,Oil Change,Medium,47.33,14153,7.73
VH02940,Sedan,Hybrid,Highway,13,145870,3149,91,2026,96,29,56,10.28,0,No Service,Low,55.64,834,9.25
VH02941,Sedan,Hybrid,Highway,9,207148,11034,44,2917,114,30,52,9.57,1,Engine Service,Medium,37.64,12666,8.03
VH02942,Truck,Electric,Urban,15,197132,5325,86,1643,99,30,64,5.06,0,No Service,Low,56.2,2856,3.29
VH02943,Sedan,Diesel,Urban,7,297994,7968,82,574,108,39,42,12.49,0,No Service,Low,55.66,1924,11.33
VH02944,Truck,Hybrid,Urban,13,225777,3989,71,2970,115,30,55,13.7,1,Oil Change,Medium,41.61,13905,12.43
VH02945,Van,Diesel,Urban,6,259246,8051,76,569,127,31,64,8.59,1,Engine Service,Medium,52.33,19736,7.21
VH02946,SUV,Diesel,Urban,2,144229,9914,89,4565,99,34,70,13.94,0,No Service,Low,55.14,1799,13.19
VH02947,Sedan,Hybrid,Urban,1,52280,11689,79,631,128,36,35,8.16,0,No Service,Low,60.86,1533,6.76
VH02948,SUV,Petrol,Rural,2,193217,10079,50,1621,114,37,81,14.3,1,Oil Change,High,54.74,9783,12.59
VH02949,SUV,Diesel,Rural,7,123032,7735,56,4697,125,31,82,10.94,1,Battery Check,Medium,45.15,7744,9.1
VH02950,Van,Hybrid,Rural,2,15209,5875,53,1690,90,34,37,16.34,0,No Service,Low,58.17,1826,15.55
VH02951,SUV,Diesel,Highway,3,71402,3455,41,1628,95,37,76,12.08,0,No Service,Low,66.46,1714,10.3
VH02952,Truck,Electric,Urban,8,221098,9305,78,1097,93,33,93,7.4,0,No Service,Low,63.03,1254,5.59
VH02953,SUV,Petrol,Urban,7,17645,8445,94,2072,123,37,63,15.69,0,No Service,Low,59.86,2202,14.04
VH02954,SUV,Petrol,Rural,12,112458,11193,57,1171,91,36,58,15.11,1,Oil Change,Medium,50.67,10349,13.38
VH02955,SUV,Electric,Highway,11,147090,6361,72,4215,106,35,64,6.09,1,Oil Change,High,54.38,19524,4.93
VH02956,Sedan,Electric,Rural,11,167446,2414,69,3837,112,29,77,5.62,1,Battery Check,High,53.1,17057,3.67
VH02957,Sedan,Diesel,Urban,14,121375,3556,54,4366,95,30,94,6.77,1,Engine Service,High,53.24,13416,5.2
VH02958,Truck,Electric,Urban,11,258880,10594,68,3399,91,33,98,15.99,1,Engine Service,High,46.15,8018,15.1
VH02959,Truck,Petrol,Rural,9,261365,7508,65,2808,115,32,96,9.16,1,Battery Check,Medium,50.87,16229,8.62
VH02960,Sedan,Electric,Rural,12,106856,4366,40,2963,102,29,43,11.56,1,Oil Change,High,42.07,11435,10.8
VH02961,Truck,Hybrid,Urban,4,225570,8908,56,4490,93,29,75,12.84,1,Oil Change,High,44.37,10030,11.22
VH02962,Sedan,Hybrid,Rural,7,273170,3149,93,4032,74,32,56,14.67,1,Battery Check,High,54.5,16667,12.87
VH02963,Van,Diesel,Urban,1,80009,4743,97,3248,93,32,75,15.79,0,No Service,Low,65.2,2982,15.16
VH02964,SUV,Petrol,Rural,11,211275,5404,99,3090,104,28,58,11.71,1,Oil Change,Medium,48.84,16084,10.22
VH02965,SUV,Hybrid,Highway,11,192178,2025,78,3530,127,37,30,10.4,1,Battery Check,High,49.03,18863,9.35
VH02966,Truck,Electric,Urban,2,234497,6945,87,3881,91,38,32,7.55,0,No Service,Low,60.11,987,6.17
VH02967,Sedan,Hybrid,Highway,7,101676,6910,41,2211,102,30,55,12.9,1,Engine Service,High,47.14,9752,11.12
VH02968,Sedan,Hybrid,Rural,15,222549,2557,54,4644,86,36,50,12.15,1,Engine Service,High,45.73,18909,11.01
VH02969,Truck,Diesel,Highway,2,269666,6982,61,671,121,37,53,8.79,0,No Service,Low,57.69,1199,8.0
VH02970,Sedan,Electric,Rural,6,104564,7920,59,3537,81,30,74,10.8,1,Battery Check,Medium,54.94,14960,10.13
VH02971,Van,Electric,Highway,13,275412,9903,68,3901,99,33,58,14.62,1,Oil Change,Medium,37.52,7646,12.62
VH02972,SUV,Electric,Highway,10,90729,4341,64,4601,95,33,47,13.15,1,Engine Service,High,48.68,15846,11.5
VH02973,Truck,Diesel,Highway,12,103602,3209,82,1727,82,29,32,11.26,1,Oil Change,Medium,55.04,18008,10.68
VH02974,Truck,Electric,Urban,9,44064,10829,95,2916,75,34,80,8.54,0,No Service,Low,67.18,563,7.78
VH02975,Sedan,Electric,Highway,11,175365,5345,63,1221,72,36,47,13.68,0,No Service,Low,57.76,597,12.16
VH02976,Truck,Hybrid,Rural,5,53042,9919,73,4119,80,36,66,13.16,0,No Service,Low,59.48,2871,12.03
VH02977,Van,Hybrid,Rural,10,148864,8063,82,1430,112,35,92,10.96,0,No Service,Low,60.79,706,9.53
VH02978,Sedan,Electric,Urban,7,188893,4540,60,2828,129,32,48,8.1,1,Engine Service,Medium,47.89,11061,6.75
VH02979,Sedan,Petrol,Urban,13,48557,7710,87,1578,129,35,52,7.27,0,No Service,Low,57.08,781,6.54
VH02980,Sedan,Petrol,Rural,1,17420,2098,41,3884,122,36,84,9.41,0,No Service,Low,63.61,1253,8.25
VH02981,Sedan,Electric,Highway,8,179593,11218,90,3465,79,28,53,16.81,1,Battery Check,High,44.41,8159,15.52
VH02982,Van,Petrol,Rural,9,265023,1231,55,4049,80,28,55,14.8,1,Oil Change,Medium,43.58,6464,13.64
VH02983,Sedan,Diesel,Urban,15,254920,2092,79,2975,85,38,83,16.58,0,No Service,Low,56.31,1519,15.36
VH02984,Truck,Hybrid,Urban,13,295162,8147,60,2035,89,32,62,15.95,1,Oil Change,Medium,41.44,13371,13.97
VH02985,Van,Diesel,Rural,5,135200,8805,91,912,111,34,86,10.97,0,No Service,Low,65.27,2194,8.99
VH02986,SUV,Hybrid,Highway,6,73076,5140,76,1338,113,36,38,11.9,0,No Service,Low,60.1,1281,10.87
VH02987,SUV,Petrol,Highway,13,15108,812,47,4187,88,36,93,7.2,0,No Service,Low,65.3,1124,5.61
VH02988,Truck,Petrol,Urban,11,102686,11453,97,1526,78,30,88,14.37,0,No Service,Low,59.16,1807,13.52
VH02989,Truck,Electric,Rural,8,83937,314,53,4168,105,28,45,10.49,1,Engine Service,Medium,48.34,7564,8.5
VH02990,Van,Petrol,Rural,4,151069,5846,85,3335,127,30,34,7.1,1,Oil Change,Medium,50.62,8433,5.98
VH02991,SUV,Petrol,Urban,2,277405,8895,94,559,84,35,73,6.24,0,No Service,Low,70.96,978,4.86
VH02992,SUV,Electric,Rural,15,210876,7081,61,1089,92,34,75,14.05,1,Battery Check,High,50.74,11050,12.98
VH02993,SUV,Electric,Urban,10,30926,3869,57,3077,90,32,39,11.27,1,Battery Check,Medium,53.57,15742,10.53
VH02994,SUV,Hybrid,Highway,8,239066,4967,97,3668,108,38,87,5.12,0,No Service,Low,66.45,1827,4.39
VH02995,SUV,Petrol,Highway,2,206618,8961,44,2534,74,37,99,15.72,0,No Service,Low,60.47,660,13.81
VH02996,Sedan,Hybrid,Rural,5,269831,1180,81,4568,120,39,93,13.05,0,No Service,Low,59.64,911,11.72
VH02997,Truck,Hybrid,Highway,15,142249,9717,86,1276,91,36,99,5.5,0,No Service,Low,66.76,1842,3.54
VH02998,Sedan,Diesel,Highway,13,70952,10561,84,647,126,31,89,8.96,0,No Service,Low,56.41,891,7.86
VH02999,SUV,Petrol,Urban,6,278508,574,69,546,100,33,54,14.39,0,No Service,Low,57.3,919,13.18
VH03000,Van,Petrol,Urban,5,139133,9423,70,1767,84,39,40,5.77,0,No Service,Low,65.61,885,4.94
VH03001,Van,Diesel,Rural,6,37033,962,48,2001,97,32,92,14.57,0,No Service,Low,63.48,2315,13.91
VH03002,SUV,Hybrid,Urban,6,58545,9103,96,2118,107,33,55,11.56,0,No Service,Low,59.93,1929,9.89
VH03003,SUV,Petrol,Rural,3,21865,4372,70,2164,121,31,70,15.18,0,No Service,Low,58.01,2882,14.08
VH03004,Van,Hybrid,Rural,11,28936,8778,70,4540,84,30,82,16.12,1,Engine Service,High,49.45,19079,14.44
VH03005,Sedan,Diesel,Urban,11,269848,8983,80,3503,118,32,53,14.98,1,Engine Service,High,37.69,9682,13.81
VH03006,Sedan,Electric,Highway,3,87863,3208,90,2522,88,32,36,6.01,0,No Service,Low,67.93,1448,4.13
VH03007,SUV,Hybrid,Highway,9,110614,10914,96,709,104,38,93,10.98,0,No Service,Low,68.61,1608,9.16
VH03008,Sedan,Petrol,Highway,3,144911,367,48,4782,87,29,75,9.14,0,No Service,Low,56.9,685,7.41
VH03009,Van,Electric,Highway,3,291283,9076,76,1687,79,37,80,11.61,0,No Service,Low,63.61,534,9.92
VH03010,Sedan,Hybrid,Rural,11,232006,3973,45,3553,84,31,35,17.56,1,Oil Change,High,37.43,8904,16.07
VH03011,SUV,Hybrid,Highway,14,297180,11263,94,534,119,30,59,6.62,1,Engine Service,High,46.98,18467,4.81
VH03012,Van,Electric,Rural,2,186344,6631,81,2543,93,34,45,16.25,0,No Service,Low,55.2,2849,14.48
VH03013,Sedan,Electric,Urban,7,225116,2501,65,1776,116,32,86,17.88,1,Engine Service,Medium,51.73,14549,17.06
VH03014,Truck,Electric,Urban,10,68788,5009,49,3454,125,33,94,17.87,1,Oil Change,Medium,46.98,10928,16.32
VH03015,Van,Petrol,Rural,10,41611,11633,45,763,120,38,90,15.36,1,Battery Check,High,54.4,10213,13.61
VH03016,Van,Petrol,Highway,4,211899,11363,92,1628,89,34,46,11.05,0,No Service,Low,57.63,2174,9.43
VH03017,Truck,Hybrid,Rural,1,172181,2416,72,3791,106,29,92,7.31,0,No Service,Low,62.58,1089,6.79
VH03018,Truck,Hybrid,Highway,6,29481,8276,91,906,80,37,36,12.91,0,No Service,Low,67.9,1931,11.48
VH03019,Van,Diesel,Highway,5,277391,7709,84,3193,78,31,64,12.93,1,Battery Check,High,53.19,17981,12.01
VH03020,Truck,Petrol,Rural,14,194693,1301,69,1729,74,33,98,9.11,0,No Service,Low,66.08,2421,7.45
VH03021,SUV,Hybrid,Rural,11,297463,5286,79,2611,80,30,59,13.02,1,Battery Check,Medium,48.66,3355,11.41
VH03022,SUV,Electric,Highway,2,180406,376,63,3516,123,33,73,6.52,0,No Service,Low,61.0,2316,5.85
VH03023,SUV,Electric,Rural,6,33728,5427,67,1371,108,37,35,13.24,0,No Service,Low,59.9,2372,12.24
VH03024,Van,Petrol,Highway,1,96846,8598,84,4633,96,28,85,16.66,1,Battery Check,High,52.73,16474,14.81
VH03025,Truck,Electric,Rural,3,153209,730,77,4817,71,35,37,11.14,0,No Service,Low,62.27,2963,9.91
VH03026,Truck,Diesel,Urban,4,184708,2685,68,972,121,37,49,14.94,0,No Service,Low,58.0,1827,13.68
VH03027,Sedan,Hybrid,Highway,13,97309,6761,90,4077,123,32,59,13.26,1,Battery Check,Medium,45.84,13642,12.46
VH03028,Sedan,Hybrid,Urban,3,289846,7541,83,4332,89,38,91,5.04,0,No Service,Low,66.12,919,4.27
VH03029,Truck,Hybrid,Rural,15,157577,7500,54,4830,90,28,55,6.59,1,Oil Change,Medium,40.46,15383,5.99
VH03030,Truck,Petrol,Urban,13,210862,1237,47,2641,120,37,95,15.07,1,Engine Service,Medium,51.35,12286,14.45
VH03031,Truck,Electric,Rural,6,140225,10473,62,3408,119,37,90,5.53,0,No Service,Low,58.66,1420,4.76
VH03032,Van,Diesel,Highway,11,271447,7068,82,3386,99,38,90,17.43,1,Engine Service,High,52.0,7405,16.91
VH03033,Truck,Petrol,Rural,4,255615,1813,48,4611,117,28,74,16.62,1,Oil Change,Medium,39.64,15116,14.63
VH03034,Sedan,Hybrid,Rural,14,149570,9340,90,1898,70,38,75,9.71,0,No Service,Low,65.49,999,8.56
VH03035,Van,Diesel,Highway,1,87710,9875,50,863,104,37,53,9.03,0,No Service,Low,62.64,1664,7.92
VH03036,Truck,Hybrid,Rural,5,68456,3451,45,1243,95,39,45,12.97,0,No Service,Low,63.32,1858,11.59
VH03037,Sedan,Hybrid,Highway,5,236030,8193,86,3969,101,30,45,12.95,1,Engine Service,Medium,45.25,10548,11.17
VH03038,Van,Petrol,Rural,9,170805,10126,88,2957,78,33,95,6.16,0,No Service,Low,64.71,1806,4.66
VH03039,Truck,Hybrid,Highway,8,252254,6315,51,4184,118,29,30,7.8,1,Engine Service,High,35.72,11728,6.98
VH03040,Truck,Diesel,Urban,15,114280,9243,95,2733,109,35,54,13.27,1,Engine Service,Medium,49.95,13754,11.66
VH03041,Truck,Hybrid,Rural,8,13911,10324,73,4541,90,38,43,15.41,1,Battery Check,High,52.46,11899,14.7
VH03042,Van,Electric,Rural,5,190177,1324,60,969,85,37,36,7.5,0,No Service,Low,66.84,1181,5.71
VH03043,Sedan,Hybrid,Rural,8,83876,5545,71,811,81,34,50,14.13,0,No Service,Low,61.91,2585,12.53
VH03044,Sedan,Petrol,Highway,14,224031,8324,93,3347,105,38,78,16.32,1,Engine Service,Medium,50.49,12611,14.41
VH03045,SUV,Diesel,Rural,10,177744,196,75,3649,106,29,33,6.53,1,Oil Change,High,50.7,9718,4.72
VH03046,Truck,Petrol,Highway,7,207311,4458,64,2669,96,28,41,10.71,1,Oil Change,Medium,47.29,14159,9.59
VH03047,SUV,Electric,Rural,1,71727,3241,74,4823,76,34,51,16.06,0,No Service,Low,60.36,1737,14.22
VH03048,SUV,Hybrid,Urban,12,278584,8080,73,1488,99,34,63,9.82,1,Engine Service,High,51.19,7029,8.1
VH03049,Sedan,Petrol,Rural,7,238545,11069,58,1931,93,30,55,8.5,1,Oil Change,High,47.33,10180,7.33
VH03050,Van,Petrol,Urban,11,153802,11570,76,4610,119,37,57,14.69,1,Oil Change,High,41.56,8490,13.15
VH03051,Van,Petrol,Highway,8,74792,271,56,713,123,35,48,10.21,0,No Service,Low,60.84,1424,9.46
VH03052,Sedan,Petrol,Urban,3,162452,4953,55,4647,99,35,60,14.18,1,Battery Check,Medium,51.29,5156,12.88
VH03053,Van,Electric,Rural,9,131257,9192,55,4652,89,32,43,6.64,1,Battery Check,High,46.81,18870,6.06
VH03054,SUV,Electric,Rural,8,178185,9033,97,1812,115,34,52,12.2,1,Oil Change,Medium,53.92,12006,11.08
VH03055,Truck,Hybrid,Highway,2,151221,5531,83,3720,109,30,37,9.93,1,Battery Check,High,52.41,7596,8.49
VH03056,Sedan,Hybrid,Rural,6,65014,7637,43,2955,114,33,67,17.96,1,Oil Change,Medium,45.73,19519,16.52
VH03057,Truck,Diesel,Rural,4,48402,10906,88,3940,97,30,39,12.69,1,Oil Change,High,50.57,4074,11.63
VH03058,Van,Electric,Highway,3,268733,10214,96,2904,73,38,59,13.87,0,No Service,Low,61.26,1572,13.24
VH03059,Truck,Petrol,Highway,11,92917,10989,69,1199,81,39,36,6.7,0,No Service,Low,61.91,528,5.24
VH03060,Van,Petrol,Urban,6,250416,8682,90,2066,72,36,31,17.9,1,Oil Change,Medium,53.08,3688,17.27
VH03061,Van,Diesel,Highway,10,141315,1058,73,1809,106,34,51,5.67,0,No Service,Low,62.81,2011,4.82
VH03062,SUV,Petrol,Rural,13,132655,4770,44,1180,73,28,34,5.92,1,Engine Service,High,51.81,19719,4.22
VH03063,Van,Diesel,Highway,15,143486,8635,72,2208,84,35,96,5.98,0,No Service,Low,62.65,2698,4.83
VH03064,SUV,Hybrid,Rural,9,144928,3581,97,4400,97,36,98,16.32,0,No Service,Low,61.55,1064,14.32
VH03065,SUV,Electric,Urban,2,81799,1669,85,2664,106,37,85,14.47,0,No Service,Low,71.07,1505,12.82
VH03066,SUV,Diesel,Highway,10,254561,8031,94,4864,78,29,49,17.65,1,Engine Service,Medium,40.5,4413,16.54
VH03067,Sedan,Petrol,Rural,10,132626,8747,48,2287,83,28,99,5.87,0,No Service,Low,56.59,2479,5.2
VH03068,Sedan,Diesel,Highway,10,140551,5642,56,1217,128,38,97,13.99,0,No Service,Low,57.58,618,12.85
VH03069,Van,Hybrid,Highway,5,68949,8735,51,1220,101,31,86,11.93,0,No Service,Low,58.37,1364,11.23
VH03070,SUV,Petrol,Highway,6,51392,11207,63,3734,117,36,50,13.31,1,Oil Change,Medium,48.19,5847,11.77
VH03071,Sedan,Hybrid,Highway,4,153542,10702,95,4357,72,33,46,11.67,0,No Service,Low,56.14,567,11.01
VH03072,SUV,Hybrid,Urban,7,154844,3581,94,2687,116,38,56,13.78,0,No Service,Low,60.39,2297,11.86
VH03073,Truck,Diesel,Rural,2,168454,8031,97,4458,87,39,68,16.79,0,No Service,Low,61.57,1826,15.71
VH03074,Truck,Hybrid,Highway,7,134052,5793,91,4252,119,37,96,12.64,0,No Service,Low,60.52,1662,12.09
VH03075,Truck,Petrol,Rural,2,154656,1517,51,4739,83,35,99,16.65,0,No Service,Low,60.74,2301,14.91
VH03076,Van,Hybrid,Urban,1,164463,5956,54,2769,94,34,98,15.17,0,No Service,Low,60.5,786,14.14
VH03077,SUV,Hybrid,Rural,11,22097,7776,55,1280,108,32,42,16.24,1,Engine Service,Medium,47.08,14436,14.74
VH03078,Truck,Diesel,Rural,5,159911,7111,62,1129,95,32,79,13.57,0,No Service,Low,58.32,897,11.78
VH03079,Sedan,Hybrid,Urban,2,132202,6809,57,4421,129,33,39,11.74,1,Battery Check,High,44.26,17168,11.15
VH03080,Truck,Electric,Highway,8,224382,770,61,3577,121,33,85,5.9,0,No Service,Low,56.94,1325,5.38
VH03081,Truck,Diesel,Rural,12,59769,5513,85,3812,75,32,73,15.85,0,No Service,Low,56.82,2151,15.14
VH03082,Truck,Diesel,Rural,12,135476,6101,83,3626,95,35,57,8.15,0,No Service,Low,56.73,2402,7.29
VH03083,Van,Petrol,Highway,12,137266,2384,70,2930,117,30,66,5.48,1,Battery Check,High,54.22,13561,4.19
VH03084,Sedan,Petrol,Highway,8,143541,5540,82,4041,123,36,65,11.75,1,Battery Check,High,53.24,15605,9.81
VH03085,SUV,Petrol,Rural,1,180097,8391,54,3642,120,32,85,13.22,1,Battery Check,High,49.36,14025,11.91
VH03086,Sedan,Petrol,Urban,4,138237,2887,92,2129,110,36,86,13.6,0,No Service,Low,68.28,1374,11.81
VH03087,SUV,Electric,Highway,14,217978,7957,60,1973,121,32,65,13.71,1,Engine Service,Medium,40.42,9564,12.91
VH03088,Van,Diesel,Highway,9,53251,507,98,979,70,30,30,13.5,0,No Service,Low,66.5,1196,11.66
VH03089,Van,Hybrid,Urban,5,112734,1077,47,2569,119,36,72,15.51,0,No Service,Low,56.34,2728,13.93
VH03090,Van,Petrol,Rural,12,245368,11090,88,1060,90,29,38,15.0,1,Battery Check,Medium,42.67,3333,13.08
VH03091,Van,Petrol,Highway,11,38942,5653,79,3195,83,39,96,15.57,0,No Service,Low,67.05,1797,13.76
VH03092,SUV,Petrol,Rural,10,55017,8434,75,3159,115,32,61,10.98,1,Oil Change,High,50.94,19658,9.21
VH03093,Truck,Hybrid,Rural,13,70555,7552,81,3259,77,30,99,5.82,0,No Service,Low,63.9,2637,5.21
VH03094,SUV,Petrol,Rural,6,173281,11368,77,2503,124,34,87,13.31,1,Battery Check,Medium,51.31,16463,11.8
VH03095,Sedan,Hybrid,Urban,3,35976,9011,45,4716,94,31,81,7.73,0,No Service,Low,55.61,2247,6.77
VH03096,Van,Diesel,Rural,5,51969,9751,56,3286,118,35,99,16.17,1,Oil Change,Medium,53.74,14024,15.29
VH03097,Van,Diesel,Rural,14,262759,8709,79,4492,87,28,57,14.38,1,Battery Check,Medium,36.31,19103,13.2
VH03098,Sedan,Diesel,Highway,12,25515,9396,84,1961,84,32,94,14.96,0,No Service,Low,60.89,2633,13.16
VH03099,SUV,Electric,Highway,13,83663,644,86,1394,111,35,69,8.72,0,No Service,Low,66.44,2584,8.09
VH03100,Truck,Hybrid,Urban,13,299535,7253,75,1506,89,29,49,13.23,1,Engine Service,High,43.24,17346,11.34
VH03101,Truck,Petrol,Urban,13,217348,7060,67,4782,85,33,39,11.87,1,Engine Service,High,41.51,19420,10.08
VH03102,Sedan,Petrol,Highway,1,230299,7644,96,1017,76,34,91,8.49,0,No Service,Low,75.0,1935,7.57
VH03103,Truck,Petrol,Highway,8,92054,6402,86,1500,98,33,66,15.56,0,No Service,Low,59.34,2065,14.55
VH03104,SUV,Petrol,Urban,11,203278,6005,62,4247,100,37,89,12.15,1,Battery Check,Medium,52.78,10033,11.57
VH03105,SUV,Electric,Rural,15,88593,11580,70,1139,98,30,96,7.48,0,No Service,Low,56.04,1901,5.89
VH03106,Sedan,Petrol,Urban,6,69485,9064,85,1229,86,33,81,8.97,0,No Service,Low,69.02,1774,8.21
VH03107,SUV,Electric,Rural,12,28156,9985,50,932,74,34,64,7.95,0,No Service,Low,61.38,1532,7.01
VH03108,Van,Hybrid,Highway,2,59316,9360,59,4437,87,30,91,9.06,0,No Service,Low,58.93,652,7.96
VH03109,Sedan,Diesel,Highway,4,189859,11995,99,3310,83,39,41,7.45,0,No Service,Low,62.92,1587,6.34
VH03110,SUV,Petrol,Highway,4,103099,4323,71,3437,100,37,58,9.82,0,No Service,Low,63.27,2028,8.12
VH03111,Sedan,Diesel,Rural,9,182651,1673,56,4696,119,29,59,14.02,1,Battery Check,Medium,40.26,10964,12.78
VH03112,Truck,Hybrid,Urban,9,198646,5072,96,1621,87,30,51,17.47,1,Oil Change,High,52.99,15559,16.89
VH03113,SUV,Hybrid,Rural,5,213333,3893,81,2826,116,39,82,7.74,0,No Service,Low,66.36,1649,6.34
VH03114,Van,Petrol,Urban,12,132441,7619,77,2378,94,28,51,8.9,1,Engine Service,High,49.68,14415,7.94
VH03115,SUV,Hybrid,Urban,3,228290,2753,45,3916,80,34,89,5.03,0,No Service,Low,64.36,2315,4.02
VH03116,Sedan,Diesel,Urban,1,265329,640,40,3442,95,31,78,7.93,0,No Service,Low,57.4,650,7.12
VH03117,Sedan,Petrol,Highway,6,69235,2311,76,2114,74,30,78,10.44,0,No Service,Low,68.96,1436,9.77
VH03118,SUV,Electric,Urban,8,83130,10988,43,1562,85,33,36,11.0,1,Engine Service,High,49.73,7686,10.12
VH03119,Van,Petrol,Highway,1,190626,9850,70,2972,77,30,75,8.46,0,No Service,Low,59.66,808,6.65
VH03120,Van,Diesel,Urban,11,148271,8422,50,1018,82,39,40,6.95,0,No Service,Low,59.55,2340,5.15
VH03121,Van,Petrol,Urban,1,171507,11035,56,3924,127,38,45,12.32,1,Battery Check,Medium,46.32,14307,10.4
VH03122,Sedan,Petrol,Highway,15,171192,5643,46,709,101,37,83,10.32,0,No Service,Low,56.85,2453,9.77
VH03123,SUV,Diesel,Highway,11,213227,3920,91,1366,123,30,86,10.54,0,No Service,Low,56.05,2830,8.69
VH03124,Truck,Petrol,Rural,7,12607,2331,74,4440,96,36,65,16.63,0,No Service,Low,59.74,2611,15.59
VH03125,Sedan,Petrol,Urban,7,226396,9117,41,675,118,29,80,12.3,1,Battery Check,Medium,44.86,11484,10.83
VH03126,Van,Diesel,Highway,2,265725,2818,79,4029,95,32,51,10.05,0,No Service,Low,55.51,1327,8.62
VH03127,SUV,Hybrid,Rural,3,289317,7790,76,716,78,37,66,8.3,0,No Service,Low,67.6,2326,7.54
VH03128,Van,Diesel,Rural,2,44262,1122,97,3410,116,37,32,10.57,0,No Service,Low,66.83,699,9.81
VH03129,Truck,Petrol,Highway,6,57156,10893,96,1103,76,29,64,16.2,0,No Service,Low,60.08,1901,15.38
VH03130,Van,Electric,Urban,13,213318,5454,76,2242,128,33,67,17.55,1,Battery Check,High,42.57,19946,16.64
VH03131,Van,Electric,Rural,13,109124,4326,49,3803,119,31,84,9.9,1,Oil Change,Medium,47.12,9498,8.85
VH03132,Truck,Diesel,Urban,8,129828,8988,51,1319,115,34,70,7.72,1,Engine Service,High,54.98,17987,6.53
VH03133,SUV,Electric,Urban,8,260898,9329,56,1561,77,28,67,16.89,1,Battery Check,High,43.98,12235,15.85
VH03134,Sedan,Petrol,Rural,15,87764,913,85,2971,71,35,63,6.88,0,No Service,Low,68.3,1708,5.49
VH03135,SUV,Petrol,Highway,1,74314,3937,65,3970,87,29,40,8.87,0,No Service,Low,57.59,1839,8.13
VH03136,Truck,Diesel,Urban,11,271270,8950,44,3512,105,31,43,7.65,1,Battery Check,Medium,37.03,9587,5.76
VH03137,Van,Petrol,Highway,9,40466,10719,44,3455,93,38,50,12.36,1,Battery Check,High,50.85,19116,10.6
VH03138,SUV,Hybrid,Rural,11,126151,1183,95,3126,124,34,57,10.31,0,No Service,Low,57.56,2710,9.73
VH03139,Sedan,Petrol,Urban,8,34279,3074,77,684,103,35,89,8.73,0,No Service,Low,73.98,645,7.54
VH03140,Truck,Diesel,Highway,9,283981,9475,86,3948,111,36,63,14.98,1,Engine Service,Medium,44.52,7509,13.26
VH03141,SUV,Hybrid,Highway,13,34209,5666,66,1101,107,32,94,13.63,0,No Service,Low,58.99,2375,12.6
VH03142,Sedan,Hybrid,Urban,14,22220,6781,44,1809,80,36,33,17.94,1,Battery Check,Medium,48.5,16820,16.81
VH03143,Truck,Electric,Highway,13,145037,2724,47,1871,128,36,85,9.06,1,Battery Check,Medium,55.0,16778,7.06
VH03144,Sedan,Petrol,Highway,9,252414,5605,70,3266,121,30,99,15.99,1,Engine Service,Medium,44.96,5778,14.36
VH03145,Truck,Diesel,Rural,11,183348,7649,72,1512,79,34,39,8.93,0,No Service,Low,55.92,958,8.02
VH03146,Van,Electric,Rural,12,255941,2832,60,2354,98,35,64,5.12,0,No Service,Low,57.09,1223,3.77
VH03147,SUV,Electric,Highway,6,114304,2097,74,506,118,28,39,6.96,0,No Service,Low,58.56,2682,5.26
VH03148,Sedan,Petrol,Highway,3,168302,10303,60,687,125,38,92,11.61,0,No Service,Low,61.18,2122,10.69
VH03149,Truck,Petrol,Urban,1,230237,9540,90,4545,109,37,54,15.53,1,Battery Check,Medium,50.9,5415,14.92
VH03150,Sedan,Diesel,Rural,11,51920,7775,54,2123,75,32,61,5.75,0,No Service,Low,60.44,1102,4.75
VH03151,Sedan,Electric,Urban,8,206237,10705,75,1639,117,28,85,15.82,1,Oil Change,Medium,44.41,15545,13.99
VH03152,SUV,Diesel,Highway,10,138260,7877,98,562,79,30,55,14.31,0,No Service,Low,59.06,2696,13.11
